,Instruct,Cache Miss,Branch Miss,Cache R,Cache W,LL1 Data C,LL1 Instruct Cache,LLC,D TLB,Instruct Cache,Y
326,37404347,1421073,148988,1639980,148988,6407542,1.40737E+14,212749,6407503,62161,0
327,37404347,1421073,182579,3680028,182579,2501339,0,192999,2501339,34125,0
328,23719972,1823989,187491,7709312,187491,5497310,1.40727E+14,120663,5497310,37886,0
329,13413367,2056145,198885,5043941,198885,4261891,9.42709E+13,160075,4261847,35919,0
330,16377429,2699647,425970,5586145,425970,19223367,1.40727E+14,574742,19223367,47453,0
331,16377429,2699647,247588,5684104,247588,4618351,0,216966,4618351,54926,0
332,111900661,1175520,126476,6432893,126476,7292671,1.40731E+14,216720,7292671,48927,0
333,29025262,1072558,110341,4452845,110341,18302235,9.38923E+13,759493,18302235,189939,0
334,16516360,2679830,296270,3638071,296270,1866178,1.40731E+14,119158,1866178,15979,0
335,16516360,2679830,427296,6693482,427296,2677518,0,121998,2677479,26066,0
336,4218594,984105,135028,21502163,135028,592650,1.40727E+14,84305,592609,18734,0
337,25504133,1688448,164345,4764301,164345,7047248,9.41386E+13,160509,7047248,65309,0
338,18992808,1936561,218484,3298580,218484,3450710,1.40727E+14,252336,3450710,51405,0
339,18992808,1936561,215024,1478840,215024,4421775,0,155872,4421775,35959,0
340,25128292,1273562,130663,6934891,130663,4998755,1.40721E+14,126723,4998755,39665,0
341,10461252,2728779,262026,21979145,262026,6313865,9.43263E+13,228497,6313865,56917,0
342,11346562,1545569,167462,3265468,167462,2544083,1.40721E+14,200455,2544043,36000,0
343,11346562,1545569,164581,2616913,164581,1729471,0,144821,1729471,25741,0
344,30983835,1121783,125669,8594870,125669,6431813,1.40726E+14,171817,6431773,41177,0
345,32777284,1418873,140492,4073321,140492,5459279,9.46865E+13,227023,5459279,66290,0
346,22383976,1124149,109854,16465864,109854,7271834,1.40726E+14,319631,7271834,71446,0
347,22383976,1124149,350594,2376339,350594,476239,0,66633,476239,9252,0
348,17400172,2669651,434275,5255393,434275,20067008,1.40734E+14,502650,20067008,45013,0
349,25488852,3592004,356841,2785082,356841,4968443,9.40244E+13,151162,4968402,47394,0
350,41271376,536162,53613,3597966,53613,4354735,1.40734E+14,199398,4354735,46952,0
351,41271376,536162,120328,2896127,120328,2593154,0,179692,2593154,38986,0
352,23927871,1542470,167574,9926386,167574,21507971,1.40726E+14,595289,21511709,62588,0
353,41136842,2115708,225372,8934655,225372,1638210,9.46631E+13,112168,1638210,17615,0
354,15274168,1525066,149776,4633591,149776,1946741,1.40726E+14,137082,1943463,28973,0
355,15274168,1525066,408840,6055022,408840,9078352,0,228463,9078311,92382,0
356,15267161,2217706,361656,4651627,361656,521493,1.40725E+14,66868,521493,6111,0
357,18852150,2031358,219260,2871828,219260,7889376,9.4373E+13,326698,7889338,84482,0
358,78609952,2135761,221854,2804295,221854,4145387,1.40725E+14,190630,4147120,42051,0
359,78609952,2135761,166642,4936412,166642,2500583,0,139748,2500583,32253,0
360,11026778,764998,69657,3900623,69657,6508473,1.40723E+14,261822,6508473,63107,0
361,13230395,3003922,294556,2975847,294556,1674347,9.40219E+13,160773,1674305,22165,0
362,39136316,1148504,119251,1953739,119251,1870203,1.40723E+14,102990,1870203,17828,0
363,39136316,1148504,238456,23572344,238456,7082466,0,191189,7082466,65653,0
364,76476776,1422096,182872,38920096,182872,3916959,1.40732E+14,159467,3916929,46569,0
365,18120558,1104803,117250,9793005,117250,3918521,9.44716E+13,209345,3918521,42104,0
366,33869725,2367826,248717,18784345,248717,2238002,1.40732E+14,171134,2237964,27112,0
367,33869725,2367826,144648,30333896,144648,5675472,0,158244,5670353,47377,0
368,17974953,1089924,143812,19971343,143812,3948095,1.40723E+14,204485,3948095,48211,0
369,6948814,599565,77676,3158627,77676,397692,9.3971E+13,49853,397692,7465,0
370,35945356,3385892,320947,4346649,320947,4751909,1.40723E+14,192926,4751909,49156,0
371,35945356,3385892,177836,3882806,177836,6382977,0,268549,6382937,73686,0
372,22009324,1119156,116714,5702784,116714,17724224,1.40727E+14,423779,17724224,25637,0
373,11847597,2713067,413218,4360154,413218,5031927,9.45059E+13,265387,5031885,52628,0
374,37377435,2574264,247868,3839767,247868,2390743,1.40727E+14,159325,2390743,30340,0
375,37377435,2574264,179514,702677,179514,6659420,0,167181,6659420,61032,0
376,14337781,1624479,187721,3188608,187721,2789478,1.40725E+14,212120,2789438,39736,0
377,58301658,1684707,182611,7379224,182611,10032625,9.39681E+13,290872,10032625,120632,0
378,18564900,1791251,184874,2132589,184874,19655540,1.40725E+14,481432,19655540,50187,0
379,18564900,1791251,481998,7018649,481998,4811269,0,152480,4811269,41791,0
380,37655182,2249708,239918,7746073,239918,5384631,1.40731E+14,223056,5384631,64931,0
381,61791012,2306371,226167,5794577,226167,6917968,9.38346E+13,172138,6917968,58402,0
382,110528206,2276906,384606,5907086,384606,3921591,1.40731E+14,171383,3921591,36308,0
383,110528206,2276906,155724,3585345,155724,4172419,0,282674,4172378,56027,0
384,150275846,3858420,397336,9204690,397336,154300165,1.40732E+14,3302855,154301625,1554714,0
385,191589865,2550755,254475,11659212,254475,238925928,9.39122E+13,3599485,238925888,1533820,0
386,189230613,5682647,567138,47093420,567138,207647434,1.40732E+14,4002829,207651654,1498261,0
387,189230613,5682647,1020317,21189652,1020317,674927540,0,5610767,674944284,2446757,0
388,9200218,1656788,172763,7246330,172763,2503977,1.40735E+14,140795,2503939,26273,0
389,5387159,2177861,216301,23681704,216301,3058092,9.45413E+13,183335,3058092,34620,0
390,108287458,1758972,183608,6526082,183608,6045045,1.40735E+14,277464,6045045,68966,0
391,108287458,1758972,164275,5379726,164275,5043581,0,112937,5043581,39640,0
392,36465525,1590058,174248,22774866,174248,5097078,1.40729E+14,139428,5097078,38283,0
393,5276907,1180930,121432,684380,121432,1010021,9.40693E+13,114492,1010021,14509,0
394,87421952,1788950,193011,4898971,193011,18928579,1.40729E+14,735914,18928539,169555,0
395,87421952,1788950,281131,3339979,281131,4930326,0,212782,4930326,48065,0
396,26106808,1399254,166412,7194103,166412,7477361,1.40728E+14,221436,7477321,71218,0
397,22823052,1879799,182030,682323,182030,1723598,9.44633E+13,76927,1723598,18030,0
398,28185982,1622511,151718,3157924,151718,3615707,1.40728E+14,207846,3615707,41703,0
399,28185982,1622511,215361,19926245,215361,3077310,0,175333,3077310,34184,0
